Name,Fueltype,Technology,Set,Country,Capacity,Efficiency,Duration,Volume_Mm3,DamHeight_m,StorageCapacity_MWh,DateIn,DateRetrofit,DateMothball,DateOut,lat,lon,EIC,projectID,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
Thiva Heron power station_1-2,Natural Gas,OCGT,PP,GR,49,0.35,,0,0,0,2004,,,2038,38.27951,23.33051,,,,,,,,,
Thiva Heron power station_1-3,Natural Gas,OCGT,PP,GR,49,0.35,,0,0,0,2004,,,2038,38.27951,23.33051,,,,,,,,,
Ajka power station_1,Natural Gas,OCGT,PP,HU,58,0.35,,0,0,0,2011,,,2038,47.095,17.556,,,,,,,,,
Ajka power station_2,Natural Gas,OCGT,PP,HU,58,0.35,,0,0,0,2011,,,2038,47.095,17.556,,,,,,,,,
Dunamenti power station_G7 & G8,Natural Gas,CCGT,PP,HU,401,0.55,,0,0,0,2011,,,2038,47.3283,18.9169,,,,,,,,,
G?nyui power station_1,Natural Gas,CCGT,PP,HU,433,0.55,,0,0,0,2011,,,2038,47.7384,17.8033,,,,,,,,,
Aghada power station_AT 1,Natural Gas,OCGT,PP,IE,90,0.35,,0,0,0,1980,,,2038,51.8347,-8.2362,,,,,,,,,
Aghada power station_AT 2,Natural Gas,OCGT,PP,IE,90,0.35,,0,0,0,1980,,,2038,51.8347,-8.2362,,,,,,,,,
Aghada power station_AT 4,Natural Gas,OCGT,PP,IE,90,0.35,,0,0,0,1980,,,2038,51.8347,-8.2362,,,,,,,,,
Aghada power station_Unit 2,Natural Gas,CCGT,PP,IE,449,0.55,,0,0,0,2010,,,2038,51.8347,-8.2362,,,,,,,,,
Castlelost Flexgen power station_GT1,Natural Gas,OCGT,PP,IE,275,0.35,,0,0,0,2024,,,2038,53.3994,-7.3207,,,,,,,,,
Corduff Flexgen power station_GT1,Natural Gas,OCGT,PP,IE,65,0.35,,0,0,0,2024,,,2038,53.3911,-6.3748,,,,,,,,,
Dublin Bay power station_DB1,Natural Gas,CCGT,PP,IE,415,0.55,,0,0,0,2002,,,2038,53.34,-6.2049,,,,,,,,,
Great Island power station_1,Natural Gas,CCGT,PP,IE,464,0.55,,0,0,0,2015,,,2038,52.281,-6.991,,,,,,,,,
Monksland power station_GT,Natural Gas,OCGT,PP,IE,100,0.35,,0,0,0,2024,,,2038,53.42285,-7.98857,,,,,,,,,
Whitegate power station_1,Natural Gas,CCGT,PP,IE,445,0.55,,0,0,0,2010,,,2038,51.8161,-8.2511,,,,,,,,,
Altomonte power station_1,Natural Gas,CCGT,PP,IT,808,0.55,,0,0,0,2006,,,2038,39.7118,16.215,,,,,,,,,
Aprilia power station_1,Natural Gas,CCGT,PP,IT,787,0.55,,0,0,0,2012,,,2038,41.5616,12.6337,,,,,,,,,
Larino power station_1,Natural Gas,OCGT,PP,IT,125,0.35,,0,0,0,1992,,,2040,41.81949,14.96602,,,,,,,,,
Larino power station_2,Natural Gas,OCGT,PP,IT,125,0.35,,0,0,0,1992,,,2040,41.81949,14.96602,,,,,,,,,
Benevento power station_1,Natural Gas,CCGT,PP,IT,350,0.5,,0,0,0,2040,,,2040,41.14944,14.8303,,,,,,,,,1
Borgo Trento power station_1,Natural Gas,CCGT,PP,IT,29,0.5,,0,0,0,1994,,,2040,45.44848,10.98074,,,,,,,,,
Candela power station_1,Natural Gas,CCGT,PP,IT,401,0.55,,0,0,0,2005,,,2040,41.2014,15.4762,,,,,,,,,
La Casella power station_2,Natural Gas,CCGT,PP,IT,390,0.55,,0,0,0,2002,,,2040,45.0904,9.4805,,,,,,,,,
La Casella power station_3,Natural Gas,CCGT,PP,IT,394,0.55,,0,0,0,2003,,,2040,45.0904,9.4805,,,,,,,,,
La Casella power station_4,Natural Gas,CCGT,PP,IT,381,0.55,,0,0,0,2003,,,2040,45.0904,9.4805,,,,,,,,,
Barilla power station_1,Natural Gas,CCGT,PP,IT,35,0.55,,0,0,0,2008,,,2040,44.824,10.376,,,,,,,,,
Chivasso power station_1,Natural Gas,CCGT,PP,IT,838,0.55,,0,0,0,2004,,,2040,45.1856,7.9016,,,,,,,,,
Chivasso power station_2,Natural Gas,CCGT,PP,IT,370,0.55,,0,0,0,2005,,,2040,45.1856,7.9016,,,,,,,,,
Cologno Monzese power station_1,Natural Gas,CCGT,PP,IT,50,0.5,,0,0,0,1998,,,2040,45.53356,9.26311,,,,,,,,,
Ferrera Erbognone Refinery power station_8,Natural Gas,CCGT,PP,IT,390,0.55,,0,0,0,2004,,,2040,45.09963,8.86632,,,,,,,,,
Ferrera Erbognone Refinery power station_9,Natural Gas,CCGT,PP,IT,390,0.55,,0,0,0,2004,,,2040,45.09963,8.86632,,,,,,,,,
Ferrera Ergognone Refinery power station_10,Natural Gas,CCGT,PP,IT,250,0.55,,0,0,0,2004,,,2040,45.09963,8.86632,,,,,,,,,
Andrea Palladio di Fusina power station_FS7-1,Natural Gas,OCGT,PP,IT,560,0.35,,0,0,0,2025,,,2040,45.4314,12.2468,,,,,,,,,
Andrea Palladio di Fusina power station_FS7-2,Natural Gas,CCGT,PP,IT,280,0.55,,0,0,0,2025,,,2040,45.4314,12.2468,,,,,,,,,
Pace Del Mela power station_1,Natural Gas,OCGT,PP,IT,60,0.35,,0,0,0,2024,,,2040,38.2009,15.29811,,,,,,,,,
Gissi power station_1,Natural Gas,CCGT,PP,IT,420,0.55,,0,0,0,2008,,,2040,42.0502,14.5639,,,,,,,,,
Gissi power station_2,Natural Gas,CCGT,PP,IT,420,0.55,,0,0,0,2008,,,2040,42.0502,14.5639,,,,,,,,,
Livorno Ferraris power station_1,Natural Gas,CCGT,PP,IT,805,0.55,,0,0,0,2008,,,2040,45.28173,8.08492,,,,,,,,,
Melfi Fiat Sata power station_1,Natural Gas,OCGT,PP,IT,32,0.35,,0,0,0,2008,,,2040,41.07594,15.71406,,,,,,,,,
Milazzo power station_1,Natural Gas,CCGT,PP,IT,155,0.5,,0,0,0,1999,,,2040,38.19779,15.26759,,,,,,,,,
Modugno power station_1,Natural Gas,CCGT,PP,IT,800,0.55,,0,0,0,2010,,,2040,41.1025,16.756,,,,,,,,,
Monfalcone power station_CC1,Natural Gas,CCGT,PP,IT,880,0.55,,0,0,0,2026,,,2040,45.7979,13.5455,,,,,,,,,
Montalto Di Castro power station_4,Natural Gas,OCGT,PP,IT,305,0.35,,0,0,0,2022,,,2040,42.3572,11.5373,,,,,,,,,
Napoli Levante power station_1,Natural Gas,CCGT,PP,IT,387,0.55,,0,0,0,2009,,,2040,40.8339,14.3006,,,,,,,,,
Ostiglia power station_1,Natural Gas,CCGT,PP,IT,392,0.55,,0,0,0,2003,,,2040,45.0603,11.1374,,,,,,,,,
Ostiglia power station_2,Natural Gas,CCGT,PP,IT,392,0.55,,0,0,0,2003,,,2040,45.0603,11.1374,,,,,,,,,
Ostiglia power station_3,Natural Gas,CCGT,PP,IT,380,0.55,,0,0,0,2003,,,2040,45.0603,11.1374,,,,,,,,,
Ostiglia power station_OS5,Natural Gas,CCGT,PP,IT,880,0.55,,0,0,0,2026,,,2040,45.0603,11.1374,,,,,,,,,
Pietrafitta power station_1,Natural Gas,CCGT,PP,IT,376,0.55,,0,0,0,2003,,,2040,42.9954,12.1995,,,,,,,,,
Ponti sul Mincio power station_1,Natural Gas,CCGT,PP,IT,380,0.45,,0,0,0,1983,,,2040,45.3993,10.7142,,,,,,,,,
Porto Corsini power station_3,Natural Gas,CCGT,PP,IT,381,0.55,,0,0,0,2002,,,2040,44.4836,12.2652,,,,,,,,,
Porto Corsini power station_4,Natural Gas,CCGT,PP,IT,402,0.55,,0,0,0,2002,,,2040,44.4836,12.2652,,,,,,,,,
Porto Empedocle power station_1,Natural Gas,OCGT,PP,IT,78,0.35,,0,0,0,2015,,,2040,37.28757,13.52117,,,,,,,,,
Fiume Santo power station_1,Natural Gas,CCGT,PP,IT,560,0.5,,0,0,0,2040,,,2040,40.8461,8.3068,,,,,,,,,1
Presenzano Edison power station_1,Natural Gas,CCGT,PP,IT,770,0.55,,0,0,0,2023,,,2040,41.37662,14.07642,,,,,,,,,
ISAB Energy power station_2,Natural Gas,CCGT,PP,IT,256,0.5,,0,0,0,1999,,,2040,37.1266,15.2175,,,,,,,,,
ISAB Energy power station_3,Natural Gas,CCGT,PP,IT,256,0.5,,0,0,0,1999,,,2040,37.1266,15.2175,,,,,,,,,
Ravenna power station_GT1,Natural Gas,OCGT,PP,IT,65,0.35,,0,0,0,2040,,,2040,44.44378,12.23618,,,,,,,,,1
Ravenna power station_GT2,Natural Gas,OCGT,PP,IT,65,0.35,,0,0,0,2040,,,2040,44.44378,12.23618,,,,,,,,,1
Rizziconi power station_1,Natural Gas,CCGT,PP,IT,384,0.55,,0,0,0,2008,,,2040,38.4453,15.99,,,,,,,,,
Rizziconi power station_2,Natural Gas,CCGT,PP,IT,384,0.55,,0,0,0,2008,,,2040,38.4453,15.99,,,,,,,,,
Rossano power station_1,Natural Gas,OCGT,PP,IT,112,0.35,,0,0,0,1995,,,2040,39.6218,16.6084,,,,,,,,,
Rossano power station_3,Natural Gas,OCGT,PP,IT,112,0.35,,0,0,0,1996,,,2040,39.6218,16.6084,,,,,,,,,
San Filippo del Mela power station_1,Natural Gas,OCGT,PP,IT,579,0.35,,0,0,0,2025,,,2040,38.20216,15.28317,,,,,,,,,
San Filippo del Mela power station_2,Natural Gas,CCGT,PP,IT,280,0.35,,0,0,0,2025,,,2040,38.20216,15.28317,,,,,,,,,
Scandale power station_1,Natural Gas,CCGT,PP,IT,407,0.55,,0,0,0,2010,,,2040,39.1022,17.0325,,,,,,,,,
Scandale power station_2,Natural Gas,CCGT,PP,IT,407,0.55,,0,0,0,2010,,,2040,39.1022,17.0325,,,,,,,,,
Sermide power station_3,Natural Gas,CCGT,PP,IT,385,0.55,,0,0,0,2004,,,2040,45.0265,11.2522,,,,,,,,,
Sermide power station_4,Natural Gas,CCGT,PP,IT,773,0.55,,0,0,0,2004,,,2040,45.0265,11.2522,,,,,,,,,
Sesto San Giovanni power station_1,Natural Gas,CCGT,PP,IT,55,0.5,,0,0,0,1994,,,2040,45.5417,9.2539,,,,,,,,,
Sesto San Giovanni power station_2,Natural Gas,CCGT,PP,IT,56,0.55,,0,0,0,2004,,,2040,45.5417,9.2539,,,,,,,,,
Simeri Crichi power station_1,Natural Gas,CCGT,PP,IT,885,0.55,,0,0,0,2008,,,2040,38.8759,16.6569,,,,,,,,,
Sparanise power station_1,Natural Gas,CCGT,PP,IT,380,0.55,,0,0,0,2007,,,2040,41.1783,14.1129,,,,,,,,,
Sparanise power station_2,Natural Gas,CCGT,PP,IT,380,0.55,,0,0,0,2007,,,2040,41.1783,14.1129,,,,,,,,,
Serene Sulmona power station_1,Natural Gas,CCGT,PP,IT,48,0.5,,0,0,0,1998,,,2040,42.07722,13.90195,,,,,,,,,
Tavazzano power station_5,Natural Gas,CCGT,PP,IT,790,0.55,,0,0,0,2005,,,2040,45.3325,9.4364,,,,,,,,,
Tavazzano power station_6,Natural Gas,CCGT,PP,IT,380,0.55,,0,0,0,2005,,,2040,45.3325,9.4364,,,,,,,,,
Tavazzano power station_CCGT8,Natural Gas,CCGT,PP,IT,560,0.55,,0,0,0,2025,,,2040,45.3325,9.4364,,,,,,,,,
Tavazzano power station_CCST8,Natural Gas,CCGT,PP,IT,240,0.35,,0,0,0,2025,,,2040,45.3325,9.4364,,,,,,,,,
Termini Imerese power station_Ti53,Natural Gas,OCGT,PP,IT,153,0.35,,0,0,0,2023,,,2040,37.96801,13.75079,,,,,,,,,
Termini Imerese power station_Ti42,Natural Gas,OCGT,PP,IT,153,0.35,,0,0,0,2023,,,2040,37.96801,13.75079,,,,,,,,,
Termini Imerese power station_Ti6,Natural Gas,CCGT,PP,IT,778,0.55,,0,0,0,2004,,,2040,37.96801,13.75079,,,,,,,,,
Termoli power station_1,Natural Gas,CCGT,PP,IT,770,0.55,,0,0,0,2006,,,2040,41.9369,15.0004,,,,,,,,,
Terni power station_1,Natural Gas,CCGT,PP,IT,95,0.5,,0,0,0,2000,,,2040,42.554,12.6176,,,,,,,,,
Torviscosa power station_1,Natural Gas,CCGT,PP,IT,760,0.55,,0,0,0,2006,,,2040,45.817,13.2891,,,,,,,,,
Trapani power station_1,Natural Gas,OCGT,PP,IT,108,0.35,,0,0,0,1987,,,2040,37.87674,12.58922,,,,,,,,,
Trapani power station_2,Natural Gas,OCGT,PP,IT,108,0.35,,0,0,0,1988,,,2040,37.87674,12.58922,,,,,,,,,
Bertonico - Turano Lodigliano power station_1,Natural Gas,CCGT,PP,IT,800,0.55,,0,0,0,2011,,,2040,45.2268,9.6377,,,,,,,,,
Turbigo power station_4,Natural Gas,CCGT,PP,IT,855,0.55,,0,0,0,2007,,,2040,45.52051,8.74128,,,,,,,,,
Turbigo power station_5,Natural Gas,CCGT,PP,IT,430,0.55,,0,0,0,2022,,,2040,45.52051,8.74128,,,,,,,,,
Vado Ligure power station_VL5,Natural Gas,CCGT,PP,IT,782,0.55,,0,0,0,2007,,,2040,44.2755,8.4305,,,,,,,,,
Marghera Levante power station_1,Natural Gas,CCGT,PP,IT,780,0.55,,0,0,0,2023,,,2040,45.4458,12.2552,,,,,,,,,
Marghera Levante power station_3 & 4,Natural Gas,CCGT,PP,IT,766,0.55,,0,0,0,2001,,,2040,45.4458,12.2552,,,,,,,,,
Voghera power station_1,Natural Gas,CCGT,PP,IT,404,0.55,,0,0,0,2005,,,2040,45.0296,8.9723,,,,,,,,,
San Quirico power station_GT1,Natural Gas,OCGT,PP,IT,590,0.35,,0,0,0,2024,,,2040,44.92466,10.30298,,,,,,,,,
San Quirico power station_ST1,Natural Gas,CCGT,PP,IT,280,0.35,,0,0,0,2024,,,2040,44.92466,10.30298,,,,,,,,,
Delimara power station_3,Natural Gas,CCGT,PP,MT,153,0.55,,0,0,0,2017,,,2040,35.83087,14.55463,,,,,,,,,
Delimara power station_4,Natural Gas,CCGT,PP,MT,205,0.55,,0,0,0,2017,,,2040,35.83087,14.55463,,,,,,,,,
TPP Moldavskaya GRES_U10,Natural Gas,CCGT,PP,MD,210,0.45,,0,0,0,1974,,,2040,46.629,29.9397,,,,,,,,,
TPP Moldavskaya GRES_U11,Natural Gas,CCGT,PP,MD,250,0.45,,0,0,0,1980,,,2040,46.629,29.9397,,,,,,,,,
TPP Moldavskaya GRES_U12,Natural Gas,CCGT,PP,MD,250,0.45,,0,0,0,1982,,,2040,46.629,29.9397,,,,,,,,,
TPP Moldavskaya GRES_U7,Natural Gas,CCGT,PP,MD,200,0.45,,0,0,0,1973,,,2040,46.629,29.9397,,,,,,,,,
TPP Moldavskaya GRES_U8,Natural Gas,CCGT,PP,MD,200,0.45,,0,0,0,1973,,,2040,46.629,29.9397,,,,,,,,,
TPP Moldavskaya GRES_U9,Natural Gas,CCGT,PP,MD,210,0.45,,0,0,0,1973,,,2040,46.629,29.9397,,,,,,,,,
Bergum power station_10GT,Natural Gas,OCGT,PP,NL,73,0.35,,0,0,0,2019,,,2040,53.20975,6.02959,,,,,,,,,
Bergum power station_20GT,Natural Gas,OCGT,PP,NL,73,0.35,,0,0,0,2019,,,2040,53.20975,6.02959,,,,,,,,,
Delesto power station_1,Natural Gas,OCGT,PP,NL,180,0.35,,0,0,0,1987,,,2040,53.3185,6.9544,,,,,,,,,
EEMS power station_EC20,Natural Gas,OCGT,PP,NL,126,0.35,,0,0,0,1987,,,2040,53.44171,6.85605,,,,,,,,,
EEMS power station_EC6,Natural Gas,CCGT,PP,NL,360,0.5,,0,0,0,1996,,,2040,53.44171,6.85605,,,,,,,,,
EEMS power station_EC7,Natural Gas,CCGT,PP,NL,360,0.5,,0,0,0,1996,,,2040,53.44171,6.85605,,,,,,,,,
Enecogen power station_U10,Natural Gas,CCGT,PP,NL,435,0.55,,0,0,0,2011,,,2035,51.957,4.0916,,,,,,,,,
Enecogen power station_U20,Natural Gas,CCGT,PP,NL,435,0.55,,0,0,0,2011,,,2035,51.957,4.0916,,,,,,,,,
Maastricht Mill power station_2,Natural Gas,CCGT,PP,NL,52,0.55,,0,0,0,2007,,,2041,50.85798,5.69025,,,,,,,,,
Magnum (Eemshaven) power station_10,Natural Gas,CCGT,PP,NL,470,0.55,,0,0,0,2013,,,2041,53.4502,6.8548,,,,,,,,,
Magnum (Eemshaven) power station_20,Natural Gas,CCGT,PP,NL,470,0.55,,0,0,0,2013,,,2041,53.4502,6.8548,,,,,,,,,
Magnum (Eemshaven) power station_30,Natural Gas,CCGT,PP,NL,470,0.55,,0,0,0,2013,,,2041,53.4502,6.8548,,,,,,,,,
Maxima Flevo power station_4,Natural Gas,CCGT,PP,NL,444,0.55,,0,0,0,2010,,,2041,52.5772,5.53,,,,,,,,,
Maxima Flevo power station_5,Natural Gas,CCGT,PP,NL,475,0.55,,0,0,0,2010,,,2041,52.5772,5.53,,,,,,,,,
Rotterdam Capelle (RoCa) power station_GT3,Natural Gas,CCGT,PP,NL,220,0.5,,0,0,0,1996,,,2041,51.95366,4.56155,,,,,,,,,
Sloe power station_Slo-10,Natural Gas,CCGT,PP,NL,435,0.55,,0,0,0,2010,,,2041,51.4482,3.6928,,,,,,,,,
Sloe power station_Slo-20,Natural Gas,CCGT,PP,NL,435,0.55,,0,0,0,2010,,,2041,51.4482,3.6928,,,,,,,,,
Negotino power station_2,Natural Gas,CCGT,PP,MK,500,0.5,,0,0,0,2040,,,2041,41.45767,22.16144,,,,,,,,,1
N?r?ysund power station_1,Natural Gas,CCGT,PP,NO,220,0.55,,0,0,0,2029,,,2041,64.88478,11.29734,,,,,,,,,
Gdansk power station_1,Natural Gas,CCGT,PP,PL,450,0.55,,0,0,0,2027,,,2041,54.34514,18.72658,,,,,,,,,
Grudziadz power station_B1,Natural Gas,CCGT,PP,PL,575,0.55,,0,0,0,2026,,,2041,53.439,18.801,,,,,,,,,
Grudziadz power station_B2,Natural Gas,CCGT,PP,PL,326,0.35,,0,0,0,2040,,,2041,53.439,18.801,,,,,,,,,1
Ostroleka C power station_B1,Natural Gas,CCGT,PP,PL,745,0.55,,0,0,0,2026,,,2041,53.09384,21.63919,,,,,,,,,
Karolin _B4,Natural Gas,CCGT,PP,PL,114,0.55,,0,0,0,2025,,,2041,52.436,16.988,,,,,,,,,
Rybnik power station_B9,Natural Gas,CCGT,PP,PL,883,0.55,,0,0,0,2027,,,2042,50.133,18.524,,,,,,,,,
Kozienice power station_B1,Natural Gas,CCGT,PP,PL,750,0.55,,0,0,0,2029,,,2042,51.665,21.467,,,,,,,,,
Kozienice power station_B2,Natural Gas,CCGT,PP,PL,750,0.55,,0,0,0,2029,,,2042,51.665,21.467,,,,,,,,,
Wierzchowice Ugs power station_1,Natural Gas,CCGT,PP,PL,40,0.55,,0,0,0,2012,,,2042,51.47389,17.3052,,,,,,,,,
Wloclawek power station_1,Natural Gas,CCGT,PP,PL,463,0.55,,0,0,0,2017,,,2042,52.65194,19.09889,,,,,,,,,
Ribatejo power station_G1,Natural Gas,CCGT,PP,PT,392,0.55,,0,0,0,2003,,,2042,39.0118,-8.9521,,,,,,,,,
Ribatejo power station_G2,Natural Gas,CCGT,PP,PT,392,0.55,,0,0,0,2004,,,2042,39.0118,-8.9521,,,,,,,,,
Ribatejo power station_G3,Natural Gas,CCGT,PP,PT,392,0.55,,0,0,0,2006,,,2042,39.0118,-8.9521,,,,,,,,,
Lares power station_G1,Natural Gas,CCGT,PP,PT,431,0.55,,0,0,0,2009,,,2042,40.1245,-8.775,,,,,,,,,
Lares power station_G2,Natural Gas,CCGT,PP,PT,431,0.55,,0,0,0,2009,,,2042,40.1245,-8.775,,,,,,,,,
Figueira da Foz Industrial Complex power station_1,Natural Gas,CCGT,PP,PT,67,0.5,,0,0,0,2000,,,2042,40.0576,-8.8595,,,,,,,,,
Turbogas Tapada do Outeiro power station_G1,Natural Gas,CCGT,PP,PT,330,0.5,,0,0,0,1998,,,2042,41.07,-8.4587,,,,,,,,,
Turbogas Tapada do Outeiro power station_G2,Natural Gas,CCGT,PP,PT,330,0.5,,0,0,0,1998,,,2042,41.07,-8.4587,,,,,,,,,
Turbogas Tapada do Outeiro power station_G3,Natural Gas,CCGT,PP,PT,330,0.5,,0,0,0,1999,,,2042,41.07,-8.4587,,,,,,,,,
Elecgas Pego power station_G3,Natural Gas,CCGT,PP,PT,418,0.55,,0,0,0,2011,,,2040,39.4689,-8.1113,,,,,,,,,
Elecgas Pego power station_G4,Natural Gas,CCGT,PP,PT,418,0.55,,0,0,0,2011,,,2040,39.4689,-8.1113,,,,,,,,,
Iernut power station_5,Natural Gas,CCGT,PP,RO,200,0.35,,0,0,0,1966,,,2040,46.4677,24.1833,,,,,,,,,
Iernut power station_CC,Natural Gas,CCGT,PP,RO,430,0.55,,0,0,0,2025,,,2040,46.4677,24.1833,,,,,,,,,
Petrom Brazi power station_CC1,Natural Gas,CCGT,PP,RO,860,0.55,,0,0,0,2012,,,2040,44.88033,25.99896,,,,,,,,,
Morava power station_1,Natural Gas,CCGT,PP,RS,120,0.5,,0,0,0,2040,,,2040,44.22459,21.16254,,,,,,,,,1
Panicke Dravce power station_GT 1,Natural Gas,OCGT,PP,SK,50,0.35,,0,0,0,2009,,,2040,48.28641,19.61488,,,,,,,,,
Brestanica (TEB) power station_PB4,Natural Gas,OCGT,PP,SI,114,0.35,,0,0,0,2000,,,2040,45.9975,15.4796,,,,,,,,,
Brestanica (TEB) power station_PB5,Natural Gas,OCGT,PP,SI,114,0.35,,0,0,0,2000,,,2040,45.9975,15.4796,,,,,,,,,
Brestanica (TEB) power station_PB6,Natural Gas,OCGT,PP,SI,53,0.35,,0,0,0,2018,,,2040,45.9975,15.4796,,,,,,,,,
Brestanica (TEB) power station_PB7,Natural Gas,OCGT,PP,SI,56,0.35,,0,0,0,2020,,,2040,45.9975,15.4796,,,,,,,,,
Boroa power station_1,Natural Gas,CCGT,PP,ES,786,0.55,,0,0,0,2005,,,2040,43.2347,-2.7497,,,,,,,,,
Arcos de la Frontera power station_1,Natural Gas,CCGT,PP,ES,396,0.55,,0,0,0,2005,,,2040,36.6721,-5.8164,,,,,,,,,
Arcos de la Frontera power station_2,Natural Gas,CCGT,PP,ES,379,0.55,,0,0,0,2005,,,2040,36.6721,-5.8164,,,,,,,,,
Arcos de la Frontera power station_3,Natural Gas,CCGT,PP,ES,837,0.55,,0,0,0,2006,,,2040,36.6721,-5.8164,,,,,,,,,
Arrubal power station_1,Natural Gas,CCGT,PP,ES,395,0.55,,0,0,0,2005,,,2040,42.4194,-2.2511,,,,,,,,,
Arrubal power station_2,Natural Gas,CCGT,PP,ES,390,0.55,,0,0,0,2005,,,2040,42.4194,-2.2511,,,,,,,,,
Sabon 3 power station_1,Natural Gas,CCGT,PP,ES,391,0.55,,0,0,0,2008,,,2040,43.329,-8.503,,,,,,,,,
Puerto de Barcelona power station_1,Natural Gas,CCGT,PP,ES,435,0.55,,0,0,0,2011,,,2040,41.3366,2.1594,,,,,,,,,
Puerto de Barcelona power station_2,Natural Gas,CCGT,PP,ES,432,0.55,,0,0,0,2011,,,2040,41.3366,2.1594,,,,,,,,,
Malaga campanillas power station_1,Natural Gas,CCGT,PP,ES,416,0.55,,0,0,0,2009,,,2040,36.7495,-4.5631,,,,,,,,,
El Fangal Cartagena power station_1,Natural Gas,CCGT,PP,ES,403,0.55,,0,0,0,2006,,,2040,37.5709,-0.9458,,,,,,,,,
El Fangal Cartagena power station_2,Natural Gas,CCGT,PP,ES,401,0.55,,0,0,0,2006,,,2040,37.5709,-0.9458,,,,,,,,,
El Fangal Cartagena power station_3,Natural Gas,CCGT,PP,ES,395,0.55,,0,0,0,2006,,,2040,37.5709,-0.9458,,,,,,,,,
Escombreras Iberdrola power station_6,Natural Gas,CCGT,PP,ES,831,0.55,,0,0,0,2006,,,2040,37.5647,-0.95132,,,,,,,,,
As Pontes power station_5,Natural Gas,CCGT,PP,ES,856,0.55,,0,0,0,2006,,,2040,37.5709,-0.9458,,,,,,,,,
Cartagena power station_1,Natural Gas,CCGT,PP,ES,418,0.55,,0,0,0,2006,,,2040,37.57274,-0.93841,,,,,,,,,
Cartagena power station_2,Natural Gas,CCGT,PP,ES,418,0.55,,0,0,0,2006,,,2040,37.57274,-0.93841,,,,,,,,,
Cartagena power station_3,Natural Gas,CCGT,PP,ES,413,0.55,,0,0,0,2006,,,2040,37.57274,-0.93841,,,,,,,,,
Castejon power station TotalEnergies_1,Natural Gas,CCGT,PP,ES,425,0.55,,0,0,0,2002,,,2040,42.1718,-1.6773,,,,,,,,,
Castejon power station TotalEnergies_3,Natural Gas,CCGT,PP,ES,419,0.55,,0,0,0,2003,,,2040,42.1718,-1.6773,,,,,,,,,
Castellon power station_3,Natural Gas,CCGT,PP,ES,793,0.55,,0,0,0,2002,,,2040,39.9592,-0.001,,,,,,,,,
Castellon power station_4,Natural Gas,CCGT,PP,ES,854,0.55,,0,0,0,2008,,,2040,39.9592,-0.001,,,,,,,,,
Castelnou power station_1,Natural Gas,CCGT,PP,ES,791,0.55,,0,0,0,2006,,,2040,41.2167,-0.2928,,,,,,,,,
Escatron Peaker A.I.E. power station_1,Natural Gas,CCGT,PP,ES,277,0.55,,0,0,0,2007,,,2040,41.2977,-0.3376,,,,,,,,,
Escatron power station_3,Natural Gas,CCGT,PP,ES,804,0.55,,0,0,0,2007,,,2040,41.2977,-0.3376,,,,,,,,,
Cristobal Colon power station_4,Natural Gas,CCGT,PP,ES,391,0.55,,0,0,0,2006,,,2040,37.2156,-6.943,,,,,,,,,
Palos de la Frontera power station_1,Natural Gas,CCGT,PP,ES,387,0.55,,0,0,0,2004,,,2040,37.18448,-6.89279,,,,,,,,,
Palos de la Frontera power station_2,Natural Gas,CCGT,PP,ES,389,0.55,,0,0,0,2005,,,2040,37.18448,-6.89279,,,,,,,,,
Palos de la Frontera power station_3,Natural Gas,CCGT,PP,ES,391,0.55,,0,0,0,2005,,,2040,37.18448,-6.89279,,,,,,,,,
Soto de Ribera power station_4,Natural Gas,CCGT,PP,ES,426,0.55,,0,0,0,2008,,,2040,43.3161,-5.8777,,,,,,,,,
Soto de Ribera power station_5,Natural Gas,CCGT,PP,ES,428,0.55,,0,0,0,2011,,,2040,43.3161,-5.8777,,,,,,,,,
Sagunto power station_1,Natural Gas,CCGT,PP,ES,410,0.55,,0,0,0,2007,,,2040,39.64248,-0.23321,,,,,,,,,
Sagunto power station_2,Natural Gas,CCGT,PP,ES,412,0.55,,0,0,0,2007,,,2040,39.64248,-0.23321,,,,,,,,,
Sagunto power station_3,Natural Gas,CCGT,PP,ES,411,0.55,,0,0,0,2007,,,2040,39.64248,-0.23321,,,,,,,,,
Besos 5 power station_5,Natural Gas,CCGT,PP,ES,859,0.55,,0,0,0,2010,,,2040,41.41847,2.22859,,,,,,,,,
Besos combined cycle power station_3,Natural Gas,CCGT,PP,ES,412,0.55,,0,0,0,2002,,,2040,41.41847,2.22859,,,,,,,,,
Besos combined cycle power station_4,Natural Gas,CCGT,PP,ES,400,0.55,,0,0,0,2002,,,2040,41.41847,2.22859,,,,,,,,,
Bahia de Algeciras power station_3,Natural Gas,CCGT,PP,ES,821,0.55,,0,0,0,2011,,,2040,36.1829,-5.3905,,,,,,,,,
San Roque combined cycle power station_1,Natural Gas,CCGT,PP,ES,390,0.55,,0,0,0,2002,,,2040,36.19564,-5.41363,,,,,,,,,
San Roque combined cycle power station_2,Natural Gas,CCGT,PP,ES,402,0.55,,0,0,0,2002,,,2040,36.19564,-5.41363,,,,,,,,,
Santurce power station_4,Natural Gas,CCGT,PP,ES,403,0.55,,0,0,0,2005,,,2040,43.34,-3.0539,,,,,,,,,
